,values
9465,-3.9784
9466,-6.04173
9467,-3.84002
9468,-7.22474
9469,-4.36365
9470,-9.37302
9471,-2.35652
9472,-10.03096
9473,-3.82505
9474,-8.03215
9475,-3.107
9476,-6.06718
9477,-5.95355
9478,-4.38747
9479,-6.06957
9480,-3.8425
9481,-5.9913
9482,-2.69667
9483,-10.27107
9484,-3.68043
9485,-8.95144
9486,-4.54475
9487,-9.34708
9488,-2.54704
9489,-7.54596
9490,-2.73407
9491,-10.9917
9492,-3.14194
9493,-9.09316
9494,-4.50253
9495,-5.44415
9496,-4.57543
9497,-5.77993
9498,-5.1048
9499,-4.77674
9500,-5.30788
9501,-5.95161
9502,-5.22948
9503,-3.1342
9504,-8.47771
9505,-2.07024
9506,-7.27864
9507,-3.5779
9508,-6.64472
9509,-0.93507
9510,-11.70434
9511,-2.34747
9512,-8.29472
9513,-0.99774
9514,-10.99411
9515,-1.88283
9516,-12.32443
9517,-0.80456
9518,-10.16587
9519,-1.32184
9520,-11.85776
9521,-1.76991
9522,-11.71269
9523,-1.75644
9524,-10.73736
9525,-1.12832
9526,-13.32926
9527,-0.07513
9528,-13.62218
9529,-2.15692
9530,-10.66862
9531,-2.84795
9532,-9.93952
9533,-2.82407
9534,-10.84277
9535,-2.68413
9536,-8.32125
9537,-0.92894
9538,-10.82729
9539,-0.7736
9540,-11.8103
9541,-3.34879
9542,-9.20608
9543,-1.00233
9544,-10.66402
9545,-1.06888
9546,-12.34531
9547,-3.39589
9548,-9.23539
9549,-2.92508
9550,-10.53897
9551,-4.12703
9552,-8.65765
9553,-2.6477
9554,-8.50222
9555,-1.48027
9556,-11.39944
9557,-1.81482
9558,-12.38492
9559,-2.07281
9560,-12.67268
9561,-0.15824
9562,-13.63418
9563,-1.73982
9564,-10.48418
9565,-2.6036
9566,-9.71009
9567,-2.61701
9568,-9.08182
9569,-2.6893
9570,-6.49304
9571,-3.98352
9572,-6.60327
9573,-3.34264
9574,-7.80842
9575,-1.58195
9576,-10.46701
9577,-4.47695
9578,-7.48647
9579,-4.14684
9580,-7.14269
9581,-1.58907
9582,-8.71901
9583,-2.19779
9584,-7.6998
9585,-3.39383
9586,-7.51786
9587,-3.48218
9588,-4.99836
9589,-4.38838
9590,-5.87623
9591,-6.3288
9592,-5.1535
9593,-7.22857
9594,-2.95291
9595,-8.57257
9596,-4.85304
9597,-7.92597
9598,-3.07353
9599,-8.97501
9600,-2.25895
9601,-7.23723
9602,-2.13027
9603,-6.82012
9604,-4.03626
9605,-6.47518
9606,-5.22745
9607,-5.96442
9608,-4.70584
9609,-6.42696
9610,-2.92039
9611,-6.09063
9612,-3.71238
9613,-7.47126
9614,-3.65206
9615,-8.57082
9616,-3.33031
9617,-8.53236
9618,-1.37961
9619,-10.85757
9620,-2.07125
9621,-8.42069
9622,-4.22692
9623,-7.6463
9624,-3.2427
9625,-8.65491
9626,-1.43782
9627,-11.23689
9628,-2.0357
9629,-12.50497
9630,-2.01616
9631,-9.12271
9632,-2.58403
9633,-6.93635
9634,-3.63386
9635,-9.49687
9636,-2.48718
9637,-8.51271
9638,-2.59607
9639,-8.94021
9640,-2.68908
9641,-7.0909
9642,-3.27265
9643,-7.81396
9644,-1.02742
9645,-11.68444
9646,-3.35736
9647,-8.13056
9648,-3.02555
9649,-7.9603
9650,-2.84334
9651,-8.57252
9652,-2.81923
9653,-11.14456
9654,-3.81493
9655,-7.85346
9656,-1.67436
9657,-11.18487
9658,-3.4604
9659,-7.56282
9660,-3.37441
9661,-8.22027
9662,-2.93864
9663,-7.36711
9664,-3.55306
9665,-8.83885
9666,-0.93009
9667,-11.66764
9668,-2.93179
9669,-9.93519
9670,-1.50807
9671,-11.7193
9672,-1.6584
9673,-10.87004
9674,-1.36538
9675,-12.05927
9676,-2.15353
9677,-11.40727
9678,-1.78522
9679,-8.70425
9680,-1.17199
9681,-7.88414
9682,-2.45651
9683,-8.72284
9684,-3.01681
9685,-8.92646
9686,-2.59064
9687,-8.88708
9688,-3.27504
9689,-7.98482
9690,-2.64335
9691,-8.2798
9692,-2.87695
9693,-7.31104
9694,-3.37017
9695,-7.82489
9696,-5.06399
9697,-6.69944
9698,-1.95066
9699,-7.81927
9700,-5.33586
9701,-4.6766
9702,-5.13427
9703,-6.57716
9704,-4.222
9705,-6.36836
9706,-2.41781
9707,-9.13115
9708,-3.63279
9709,-7.30666
9710,-2.56796
9711,-9.12736
9712,-0.95139
9713,-11.44173
9714,-1.72664
9715,-12.27563
9716,-0.537
9717,-11.46478
9718,-1.182
9719,-13.64006
9720,-0.4189
9721,-12.24136
9722,-1.59511
9723,-11.94177
9724,-2.62052
9725,-11.63351
9726,-4.09165
9727,-8.3815
9728,-4.13897
9729,-6.86212
9730,-3.44681
9731,-7.92194
9732,-2.98712
9733,-7.39131
9734,-3.13071
9735,-6.59867
9736,-3.78602
9737,-7.757
9738,-4.64023
9739,-8.39278
9740,-2.54557
9741,-7.4638
9742,-1.36241
9743,-10.7977
9744,-0.87607
9745,-12.74604
9746,-0.47364
9747,-13.1648
9748,0.9493
9749,-14.08049
9750,-1.84574
9751,-9.47093
9752,-1.37444
9753,-9.05438
9754,-2.67317
9755,-7.63245
9756,-1.13423
9757,-10.96812
9758,-2.49281
9759,-8.37847
9760,-3.38391
9761,-7.61236
9762,-3.99455
9763,-6.93917
9764,-3.2585
9765,-6.99337
9766,-5.80986
9767,-7.11259
9768,-5.82855
9769,-4.74611
9770,-5.12457
9771,-5.93195
9772,-4.17365
9773,-4.94912
9774,-5.56826
9775,-5.14791
9776,-5.75951
9777,-6.50492
9778,-4.12124
9779,-9.24695
9780,-1.16845
9781,-8.96606
9782,-1.22891
9783,-9.75371
9784,-1.5004
9785,-7.73893
9786,-2.99738
9787,-9.61265
9788,-0.56201
9789,-12.47534
9790,-0.34343
9791,-14.5055
9792,-3.03025
9793,-9.08177
9794,-2.76905
9795,-7.86034
9796,-2.89058
9797,-7.03931
9798,-1.21323
9799,-11.3188
9800,-0.65197
9801,-12.71448
9802,-0.98611
9803,-12.4194
9804,-0.96946
9805,-11.56185
9806,-1.10108
9807,-13.10636
9808,-3.35101
9809,-8.18783
9810,-2.6994
9811,-9.15874
9812,-0.14197
9813,-11.37981
9814,0.69992
9815,-13.709
9816,-1.22488
9817,-12.01483
9818,-2.91379
9819,-8.75272
9820,-2.62574
9821,-8.82875
9822,-0.23581
9823,-10.14556
9824,-0.82968
9825,-11.27061
9826,0.53548
9827,-14.44311
9828,-1.01423
9829,-13.87433
9830,-0.07228
9831,-12.10901
9832,-1.83118
9833,-11.83442
9834,-1.05459
9835,-10.55728
9836,-2.20218
9837,-11.91329
9838,-1.66268
9839,-11.53194
9840,-2.52131
9841,-10.79364
9842,-1.41512
9843,-10.10237
9844,-2.51343
9845,-11.03321
9846,-2.87273
9847,-8.77334
9848,-3.40574
9849,-6.71531
9850,-3.89211
9851,-6.24543
9852,-4.30265
9853,-5.93172
9854,-6.53171
9855,-3.45251
9856,-7.30428
9857,-2.69845
9858,-9.6864
9859,-1.40968
9860,-9.62299
9861,-3.04104
9862,-8.99206
9863,-2.66619
9864,-9.38886
9865,-0.69973
9866,-11.23825
9867,-0.57496
9868,-12.6467
9869,0.55249
9870,-13.73359
9871,-1.14375
9872,-12.08565
9873,-1.22434
9874,-13.14753
9875,-0.83541
9876,-13.57046
9877,-1.51668
9878,-10.84125
9879,-2.42655
9880,-9.99904
9881,-3.38279
9882,-8.28939
9883,-1.74352
9884,-8.95997
9885,-2.90333
9886,-8.69869
9887,-3.07379
9888,-9.3403
9889,-2.10931
9890,-8.24688
9891,-2.76147
9892,-9.68765
9893,-1.87202
9894,-9.5779
9895,-1.28699
9896,-11.688
9897,-1.49524
9898,-12.35151
9899,-0.38702
9900,-14.08996
9901,-2.29138
9902,-11.66207
9903,-1.80273
9904,-9.80257
9905,-3.09566
9906,-7.1524
9907,-5.15746
9908,-5.81727
9909,-4.51301
9910,-5.86993
9911,-4.55633
9912,-6.0324
9913,-4.31977
9914,-6.43651
9915,-5.0916
9916,-4.82929
9917,-6.55988
9918,-3.38307
9919,-7.11012
9920,-2.45356
9921,-9.62359
9922,-1.40417
9923,-12.54198
9924,-2.08118
9925,-9.35177
9926,-0.06664
9927,-12.55117
9928,-1.51592
9929,-10.85623
9930,-2.92081
9931,-11.40583
9932,-1.27553
9933,-11.96658
9934,-3.1612
9935,-9.37369
9936,-2.22218
9937,-10.7584
9938,-3.38304
9939,-7.80093
9940,-2.09682
9941,-10.40228
9942,-0.64802
9943,-12.00154
9944,0.14981
9945,-12.48847
9946,-0.15642
9947,-12.77617
9948,-2.94596
9949,-9.17969
9950,-1.14005
9951,-10.60065
9952,-1.96594
9953,-7.50184
9954,-2.91784
9955,-8.67586
9956,-2.22112
9957,-10.20996
9958,-1.58102
9959,-11.74866
9960,-1.57408
9961,-9.51098
9962,-0.78879
9963,-12.07819
9964,-1.85636
9965,-10.44218
9966,-1.62383
9967,-11.57698
9968,-2.03189
9969,-10.83304
9970,-2.40128
9971,-10.00395
9972,-2.17782
9973,-10.63494
9974,-3.18932
9975,-9.04504
9976,-1.09107
9977,-11.49253
9978,-2.05622
9979,-11.46421
9980,-2.21213
9981,-9.6556
9982,-2.38121
9983,-8.85777
9984,-0.78629
9985,-10.70493
9986,-0.34602
9987,-10.52853
9988,-1.70701
9989,-11.70573
9990,0.00127
9991,-11.80746
9992,-0.13584
9993,-11.30158
9994,-2.9398
9995,-10.86939
9996,-1.46288
