,values
4787,-11.73166
4788,-2.80202
4789,-9.44671
4790,-2.33899
4791,-6.86565
4792,-4.05874
4793,-6.91925
4794,-4.82854
4795,-6.10587
4796,-2.62633
4797,-7.61557
4798,-2.55974
4799,-6.58597
4800,-3.34247
4801,-6.68997
4802,-3.46204
4803,-6.89407
4804,-5.86136
4805,-3.57527
4806,-7.57309
4807,-2.96131
4808,-7.47862
4809,-5.0408
4810,-7.1419
4811,-3.81569
4812,-8.73764
4813,-1.14116
4814,-15.42265
4815,-3.44482
4816,-8.4313
4817,-2.91693
4818,-7.12994
4819,-1.43217
4820,-9.62979
4821,-1.35075
4822,-9.534
4823,-0.07947
4824,-12.43744
4825,-1.22335
4826,-11.88224
4827,-0.22587
4828,-13.05244
4829,0.24313
4830,-15.98302
4831,-3.54738
4832,-9.78397
4833,-1.62119
4834,-9.03384
4835,-1.69804
4836,-10.88443
4837,-0.42384
4838,-14.37719
4839,0.36965
4840,-13.80315
4841,-0.84847
4842,-12.792
4843,-2.78812
4844,-9.94514
4845,-1.62228
4846,-11.82063
4847,-4.22419
4848,-8.19017
4849,-2.49183
4850,-7.36898
4851,-4.10408
4852,-7.97947
4853,-4.05586
4854,-7.27203
4855,-3.98614
4856,-8.68064
4857,-3.27646
4858,-6.88856
4859,-3.57798
4860,-5.95265
4861,-3.70528
4862,-5.62244
4863,-2.95373
4864,-7.00598
4865,-1.00905
4866,-12.30795
4867,-1.40429
4868,-12.18968
4869,-0.61381
4870,-11.6184
4871,-1.16773
4872,-11.07478
4873,-0.88983
4874,-11.08565
4875,-0.36127
4876,-10.09227
4877,-1.62741
4878,-10.9549
4879,0.85561
4880,-13.50738
4881,-1.38166
4882,-11.14554
4883,-1.9998
4884,-10.90894
4885,-0.38153
4886,-9.69073
4887,-4.08097
4888,-8.62285
4889,-2.66626
4890,-4.74117
4891,-4.59954
4892,-3.48857
4893,-4.90874
4894,-4.89156
4895,-8.08791
4896,-3.88192
4897,-8.5366
4898,-1.87704
4899,-7.75365
4900,-3.50163
4901,-8.74342
4902,-2.07225
4903,-11.54073
4904,0.19762
4905,-12.67491
4906,-0.92378
4907,-14.93927
4908,-1.32694
4909,-11.42827
4910,-3.529
4911,-9.19406
4912,-1.95486
4913,-10.50088
4914,-3.16213
4915,-9.43144
4916,-4.21167
4917,-6.34075
4918,-3.20747
4919,-8.60117
4920,-2.08094
4921,-9.02198
4922,-2.31367
4923,-9.64648
4924,-2.36157
4925,-10.67021
4926,0.00774
4927,-12.04751
4928,-0.46084
4929,-11.60279
4930,-0.91279
4931,-12.36755
4932,-2.31067
4933,-11.47626
4934,-1.00035
4935,-11.00477
4936,-0.23321
4937,-9.38926
4938,-3.15412
4939,-9.04479
4940,-4.03087
4941,-6.90212
4942,-5.77269
4943,-4.47731
4944,-4.43051
4945,-6.65548
4946,-3.89998
4947,-8.68437
4948,-3.447
4949,-5.80197
4950,-6.20479
4951,-4.8734
4952,-5.72336
4953,-3.45082
4954,-8.5226
4955,-0.98521
4956,-10.5661
4957,-3.36046
4958,-10.86689
4959,-5.10524
4960,-6.82581
4961,-3.36295
4962,-7.64266
4963,-1.81307
4964,-6.94138
4965,-4.76387
4966,-6.15494
4967,-3.99302
4968,-6.13683
4969,-3.73694
4970,-5.07026
4971,-6.03666
4972,-3.0824
4973,-8.28654
4974,-4.81722
4975,-6.85358
4976,-4.5365
4977,-6.27267
4978,-5.19717
4979,-8.13343
4980,-3.19796
4981,-9.24147
4982,-2.21407
4983,-10.5002
4984,-1.21734
4985,-13.20274
4986,-2.06957
4987,-12.51479
4988,-1.1831
4989,-13.82261
4990,-0.75817
4991,-11.83968
4992,-2.19365
4993,-8.5412
4994,-2.31153
4995,-8.91645
4996,-2.0648
4997,-6.66117
4998,-4.99813
4999,-5.44852
5000,-4.66648
5001,-5.07044
5002,-5.69148
5003,-4.68189
5004,-3.64396
5005,-7.39651
5006,-3.73328
5007,-6.82005
5008,-4.42252
5009,-8.01236
5010,-4.87585
5011,-6.98752
5012,-5.50879
5013,-6.29193
5014,-4.37294
5015,-9.34946
5016,-6.85955
5017,-6.47318
5018,-4.18355
5019,-7.13401
5020,-6.31128
5021,-4.10067
5022,-6.30241
5023,-5.08891
5024,-3.15319
5025,-8.26266
5026,-4.02298
5027,-7.3562
5028,-2.4532
5029,-8.61861
5030,-4.91972
5031,-6.08085
5032,-2.9171
5033,-8.25296
5034,-4.16094
5035,-5.87196
5036,-7.58894
5037,-2.10059
5038,-8.39702
5039,-3.31518
5040,-6.99926
5041,-4.81053
5042,-6.18989
5043,-3.5372
5044,-6.87026
5045,-5.88485
5046,-4.99239
5047,-4.49622
5048,-6.83105
5049,-4.98125
5050,-6.89063
5051,-5.10287
5052,-7.17107
5053,-3.97048
5054,-6.9533
5055,-2.69682
5056,-9.50504
5057,-0.70446
5058,-11.54085
5059,-1.941
5060,-10.28759
5061,-1.76644
5062,-8.85111
5063,-2.43281
5064,-10.83694
5065,-2.05677
5066,-10.59716
5067,-0.75086
5068,-13.07851
5069,-0.78036
5070,-11.68135
5071,-1.63213
5072,-10.97953
5073,-0.49704
5074,-13.14041
5075,-1.51065
5076,-12.28322
5077,-2.15113
5078,-11.01724
5079,-1.13728
5080,-9.78211
5081,-3.29514
5082,-9.13359
5083,-3.72276
5084,-8.39827
5085,-1.2769
5086,-11.23481
5087,-2.74175
5088,-9.17467
5089,-2.44018
5090,-9.61061
5091,-3.5087
5092,-8.70533
5093,-0.99274
5094,-11.74659
5095,-0.57089
5096,-13.50338
5097,-1.1174
5098,-11.39312
5099,-0.09129
5100,-11.46368
5101,-2.86024
5102,-8.35408
5103,-3.93614
5104,-9.98872
5105,-1.72422
5106,-8.26778
5107,-3.13195
5108,-7.72469
5109,-3.51228
5110,-7.94757
5111,-5.41371
5112,-7.50434
5113,-3.79075
5114,-8.55824
5115,-3.25384
5116,-9.66565
5117,-1.69384
5118,-11.58403
5119,-0.09257
5120,-12.72995
5121,-1.38089
5122,-10.74206
5123,-3.18103
5124,-7.61356
5125,-3.92303
5126,-7.11753
5127,-3.29052
5128,-7.73564
5129,-2.59381
5130,-8.06317
5131,-2.41324
5132,-8.84326
5133,-1.18439
5134,-12.02685
5135,-1.10477
5136,-12.26364
5137,-1.55565
5138,-10.46876
5139,-0.709
5140,-11.12198
5141,-0.58562
5142,-11.70461
5143,-1.3094
5144,-10.35784
5145,-2.66997
5146,-10.6294
5147,-2.89492
5148,-8.96787
5149,-1.51717
5150,-10.56962
5151,1.09395
5152,-13.19748
5153,1.28948
5154,-15.67532
5155,-2.27714
5156,-9.97565
5157,-3.45144
5158,-8.11837
5159,-3.29466
5160,-7.34172
5161,-1.79584
5162,-9.28083
5163,-0.81574
5164,-11.45652
5165,-2.23124
5166,-10.20461
5167,-0.32305
5168,-13.46471
5169,-2.3318
5170,-12.04044
5171,-1.78105
5172,-9.57646
5173,-2.92251
5174,-6.44919
5175,-3.31443
5176,-8.63008
5177,-3.21286
5178,-8.56018
5179,-1.3442
5180,-10.55145
5181,-3.77181
5182,-7.32265
5183,-2.71407
5184,-8.28155
5185,-2.58312
5186,-6.47596
5187,-5.56232
5188,-5.61103
5189,-5.63054
5190,-4.94767
5191,-3.97399
5192,-5.17276
5193,-5.52831
5194,-4.49968
5195,-7.20651
5196,-4.28285
5197,-5.88706
5198,-3.66388
5199,-5.7884
5200,-5.59131
5201,-2.79724
5202,-5.82219
5203,-4.1884
5204,-5.50455
5205,-5.06144
5206,-5.97741
5207,-4.18637
5208,-6.00147
5209,-5.41543
5210,-6.85149
5211,-4.69608
5212,-7.73342
5213,-5.5405
5214,-5.83924
5215,-4.13181
5216,-4.56245
5217,-6.22388
5218,-4.85908
5219,-5.93686
5220,-4.10422
5221,-5.42986
5222,-5.59676
5223,-7.11275
5224,-3.13207
5225,-8.35055
5226,-2.26757
5227,-7.36362
5228,-4.97311
5229,-6.96764
5230,-4.13568
5231,-8.20908
5232,-4.65417
5233,-4.59039
5234,-5.56497
5235,-4.29161
5236,-7.25694
5237,-3.37343
5238,-6.59342
5239,-2.3378
5240,-7.93666
5241,-1.24225
5242,-9.81096
5243,-2.46009
5244,-10.67807
5245,-3.41615
5246,-9.4725
5247,-4.00679
5248,-5.77464
5249,-8.09866
5250,-4.92265
5251,-9.26666
5252,-3.73372
5253,-5.56525
5254,-3.85396
5255,-5.88276
5256,-4.45966
5257,-5.00486
5258,-5.91657
5259,-4.12042
5260,-4.92767
5261,-5.78313
5262,-1.97528
5263,-10.12643
5264,-1.99357
5265,-11.60424
5266,-1.35278
5267,-10.98898
5268,-1.05553
5269,-12.09458
5270,-1.39324
5271,-12.53895
5272,-2.30816
5273,-13.15772
5274,-2.13116
5275,-10.43544
5276,-2.10224
5277,-12.64077
5278,-2.66228
5279,-9.47669
5280,-2.24647
5281,-10.35429
5282,-3.08991
5283,-9.18327
5284,-2.18821
5285,-8.39397
5286,-1.73193
5287,-10.64438
5288,-0.93111
5289,-10.53245
5290,-1.74231
5291,-12.329
5292,-1.10515
5293,-12.00117
5294,-0.59933
5295,-10.66517
5296,-3.91498
5297,-8.97678
5298,-1.80157
5299,-10.20647
5300,-1.13758
5301,-11.53995
5302,-1.61969
5303,-11.88795
5304,-3.25949
5305,-6.98217
5306,-1.81653
5307,-7.42778
5308,-0.48755
5309,-12.68534
5310,-0.10313
5311,-14.68124
5312,-1.17728
5313,-13.8702
5314,0.00038
5315,-16.10882
5316,-2.6153
5317,-9.77678
5318,-2.64526
5319,-7.55373
5320,-3.48528
5321,-6.43133
5322,-3.26489
5323,-7.87548
5324,-4.01986
5325,-6.65276
5326,-3.91635
5327,-10.69179
5328,-2.1043
5329,-9.98233
5330,-2.56096
5331,-5.86049
5332,-5.58602
5333,-3.93112
5334,-7.98852
5335,-3.39697
5336,-6.90475
5337,-4.05115
5338,-9.03469
5339,-3.68082
5340,-7.02655
5341,0.03847
5342,-10.09498
5343,0.96756
5344,-13.88766
5345,-2.16193
5346,-11.13767
5347,-0.95127
5348,-11.70538
5349,-0.84374
5350,-13.03731
5351,-0.58881
5352,-11.47696
5353,-4.32341
5354,-6.28092
5355,-4.35111
5356,-4.38267
5357,-6.10127
5358,-5.25038
5359,-6.38986
5360,-5.98361
5361,-4.9367
5362,-5.39906
5363,-6.80546
5364,-4.06793
5365,-4.75707
5366,-3.69905
5367,-5.07257
5368,-6.38851
5369,-4.80827
5370,-6.75432
5371,-3.79412
5372,-10.07063
5373,-1.50616
5374,-10.1828
5375,-1.3732
5376,-12.16607
5377,-0.44695
5378,-13.50005
5379,-1.44167
5380,-11.17993
5381,-2.76547
5382,-9.39452
5383,-1.72435
5384,-12.12592
5385,-0.96243
5386,-14.14591
5387,-2.76825
5388,-9.69013
5389,-0.80845
5390,-10.1889
5391,-2.78937
5392,-9.20563
5393,-2.60494
5394,-8.75648
5395,-2.59055
5396,-9.89651
5397,-2.1446
5398,-9.72072
5399,-1.38006
5400,-11.00021
5401,0.4397
5402,-9.04474
5403,-1.55695
5404,-10.64016
5405,-1.8876
5406,-8.88661
5407,-3.17109
5408,-7.56602
5409,-3.0424
5410,-9.8167
5411,-4.12575
5412,-7.35606
5413,-2.22518
5414,-9.60447
5415,-1.76706
5416,-7.85943
5417,-4.54499
5418,-7.51669
5419,-3.31314
5420,-9.21451
5421,-3.27725
5422,-6.88516
5423,-1.99399
5424,-9.94702
5425,-1.85464
5426,-9.54976
5427,-1.07603
5428,-12.44457
5429,0.24946
5430,-14.79202
5431,-0.63451
5432,-12.70812
5433,-2.8778
5434,-10.08417
5435,-2.7781
5436,-7.61422
5437,-3.89289
5438,-6.9352
5439,-5.17953
5440,-7.02778
5441,-4.11782
5442,-8.21045
5443,-4.57765
5444,-6.61999
5445,-3.19537
5446,-8.3371
5447,-3.04677
5448,-8.59379
5449,-1.8279
5450,-12.92412
5451,-1.5217
5452,-10.09514
5453,-2.56016
5454,-11.41206
5455,-1.15417
5456,-8.85807
5457,-2.9362
5458,-10.60819
5459,-3.02033
5460,-8.96143
5461,-4.95975
5462,-7.18749
5463,-4.65384
5464,-7.8882
5465,-6.14089
5466,-7.786
5467,-4.17761
5468,-7.8575
5469,-4.8208
5470,-5.94744
5471,-5.84712
5472,-2.49557
5473,-4.85347
5474,-3.45898
5475,-8.90033
5476,-2.48556
5477,-7.61989
5478,-4.48559
5479,-4.10396
5480,-5.76323
5481,-3.31539
5482,-7.37176
5483,-5.22981
5484,-5.87288
5485,-5.91145
5486,-6.39411
5487,-5.03534
5488,-9.15906
5489,-3.75861
5490,-9.26071
5491,-4.9718
5492,-5.87726
5493,-5.2183
5494,-5.44602
5495,-5.16725
5496,-6.9126
5497,-5.20443
5498,-4.30229
5499,-6.04317
5500,-5.13459
5501,-6.20562
5502,-5.60983
5503,-5.54744
5504,-5.03547
5505,-6.06761
5506,-2.86856
5507,-6.40619
5508,-3.16117
5509,-6.12297
5510,-4.77665
5511,-7.09393
5512,-1.42134
5513,-10.99981
5514,-2.16464
5515,-7.90628
5516,-3.71695
5517,-8.39427
5518,-2.40951
5519,-8.23433
5520,-2.16961
5521,-8.35089
5522,-1.67538
5523,-9.09067
5524,-1.59215
5525,-9.64399
5526,-3.04224
5527,-9.82917
5528,-1.41252
5529,-8.83071
5530,-1.24089
5531,-10.50618
5532,-2.24735
5533,-7.64591
5534,-3.00993
5535,-7.85395
5536,-1.88438
5537,-11.62177
5538,0.26689
5539,-14.16347
5540,0.10323
5541,-14.61534
5542,-1.67919
5543,-10.88697
5544,-1.89366
5545,-10.69441
5546,-0.65424
5547,-13.58774
5548,-1.15214
5549,-12.96143
5550,-1.1393
5551,-11.03008
5552,-0.54454
5553,-11.45465
5554,-2.5965
5555,-8.54073
5556,-3.45481
5557,-10.09774
5558,-1.59148
5559,-11.71372
5560,-0.9228
5561,-12.38993
5562,-2.72209
5563,-10.49111
5564,-4.22137
5565,-8.11184
5566,-3.76554
5567,-9.01045
5568,-3.81555
5569,-7.44942
5570,-3.18841
5571,-6.81163
5572,-3.90958
5573,-4.73788
5574,-5.55096
5575,-7.34417
5576,-5.81166
5577,-7.92435
5578,-4.13749
5579,-6.7306
5580,-1.46739
5581,-8.56747
5582,-3.71558
5583,-9.47423
5584,-2.94097
5585,-9.52628
5586,-1.55153
5587,-11.72173
5588,-1.59495
5589,-12.21173
5590,0.71267
5591,-13.43776
5592,-0.99306
5593,-9.70498
5594,-1.47006
5595,-9.32097
5596,-3.20371
5597,-7.10143
5598,-3.13838
5599,-7.71778
5600,-3.55495
5601,-7.9952
5602,-4.39308
5603,-7.37278
5604,-3.97339
5605,-6.50759
5606,-5.07391
5607,-6.2065
5608,-5.01703
5609,-7.20396
5610,-4.36436
5611,-7.55258
5612,-3.09213
5613,-9.20656
5614,-2.39438
5615,-7.59317
5616,-3.98373
5617,-8.59809
5618,-3.73597
5619,-8.02305
5620,-3.66295
5621,-5.33027
5622,-4.02468
5623,-6.66921
5624,-3.77744
5625,-7.23485
5626,-4.47991
5627,-7.77422
5628,-4.63278
5629,-7.07543
5630,-5.06003
5631,-5.35056
5632,-5.98046
5633,-6.62564
5634,-3.80262
5635,-7.02847
5636,-2.98201
5637,-7.05113
5638,-2.26604
5639,-10.4759
5640,-0.9202
5641,-10.47166
5642,-1.59861
5643,-12.00713
5644,-2.75876
5645,-9.63844
5646,-2.82283
5647,-8.68899
5648,-4.47642
5649,-5.69758
5650,-5.84005
5651,-5.76733
5652,-5.48995
5653,-4.72502
5654,-6.57147
5655,-3.26823
5656,-8.49355
5657,-2.88153
5658,-6.39112
5659,-4.07295
5660,-5.94914
5661,-4.81141
5662,-4.77582
5663,-4.69658
5664,-6.49134
5665,-5.09746
5666,-5.01112
5667,-7.34392
5668,-4.85504
5669,-7.86144
5670,-4.14128
5671,-6.64165
5672,-3.04135
5673,-8.54839
5674,-4.8251
5675,-6.86724
5676,-1.81402
5677,-7.05378
5678,-3.57935
5679,-7.6938
5680,-2.77011
5681,-5.48385
5682,-3.55723
5683,-7.26552
5684,-2.33061
5685,-10.81796
5686,-3.53384
5687,-7.33974
5688,-3.77244
5689,-7.94882
5690,-3.2395
5691,-7.21612
5692,-3.05155
5693,-7.94349
5694,-1.31096
5695,-11.73389
5696,-5.04746
5697,-6.46224
5698,-4.85198
5699,-5.74644
5700,-6.50409
5701,-3.83911
5702,-6.26749
5703,-3.98901
5704,-7.67517
5705,-0.77475
5706,-13.05087
5707,-2.54553
5708,-7.41915
5709,-3.30738
5710,-8.98752
5711,-2.75892
5712,-8.97693
5713,-1.89807
5714,-9.16196
5715,-3.30961
5716,-7.37767
5717,-5.57672
5718,-5.10288
5719,-6.98884
5720,-4.28866
5721,-7.08637
5722,-3.69514
5723,-8.7163
5724,-2.71181
5725,-7.85519
5726,-4.02868
5727,-7.28878
5728,-1.57053
5729,-10.02888
5730,-1.51095
5731,-10.2571
5732,-1.62802
5733,-11.58535
5734,-1.4491
5735,-11.98426
5736,-0.61992
5737,-10.51565
5738,-3.69917
5739,-7.46007
5740,-3.64318
5741,-8.91729
5742,-1.69762
5743,-11.70257
5744,-3.14689
5745,-10.45367
5746,-4.45929
5747,-8.49937
5748,-2.33702
5749,-7.99554
5750,-2.06493
5751,-10.08642
5752,0.24001
5753,-14.07144
5754,-1.89683
5755,-12.97801
5756,-2.34428
5757,-11.12098
5758,-2.24245
5759,-8.59419
5760,-1.38681
5761,-11.16579
5762,-2.65075
5763,-9.48604
5764,-3.75247
5765,-6.66633
5766,-3.62731
5767,-7.28537
5768,-3.62066
5769,-6.5036
5770,-3.95667
5771,-9.119
5772,-2.7208
5773,-9.38812
5774,-1.6936
5775,-11.80421
5776,-4.12644
5777,-9.22053
5778,-1.04405
5779,-11.85333
5780,-0.77864
5781,-12.78969
5782,0.23625
5783,-13.51896
5784,-0.3809
5785,-13.37729
5786,0.22745
5787,-13.76749
5788,-1.04041
5789,-11.40129
5790,-0.40408
5791,-11.42061
5792,-1.84931
5793,-11.14021
5794,-1.39028
5795,-11.17275
5796,-2.30947
5797,-9.52812
5798,-3.22991
5799,-7.02941
5800,-4.981
5801,-6.38526
5802,-4.69629
5803,-5.32769
5804,-3.71209
5805,-6.7847
5806,-4.0927
5807,-4.97233
5808,-5.32292
5809,-5.73281
5810,-5.13444
5811,-4.18376
5812,-6.08907
5813,-3.40647
5814,-7.99709
5815,-1.88674
5816,-9.40419
5817,-2.73341
5818,-10.06034
5819,-5.9604
5820,-6.36732
5821,-4.37683
5822,-8.5301
5823,-3.70246
5824,-6.4051
5825,-6.1575
5826,-5.70194
5827,-4.0293
5828,-7.01608
5829,-2.34008
5830,-10.84979
5831,0.58229
5832,-11.48301
5833,-1.76024
5834,-11.75309
5835,-1.34859
5836,-12.2204
5837,0.32747
5838,-12.90537
5839,-1.89735
5840,-8.77323
5841,-3.47235
5842,-7.38726
5843,-3.85238
5844,-6.14189
5845,-4.76497
5846,-4.88655
5847,-6.2096
5848,-4.52518
5849,-5.88475
5850,-3.27183
5851,-7.37167
5852,-4.62939
5853,-4.53194
5854,-5.02221
5855,-4.65039
5856,-5.59016
5857,-5.48981
5858,-2.98794
5859,-7.30031
5860,-2.3864
5861,-8.77882
5862,-1.45996
5863,-9.66653
5864,-0.5625
5865,-11.9958
5866,-2.34254
5867,-9.05051
5868,-3.03682
5869,-8.96745
5870,-3.45891
5871,-8.29789
5872,-2.1984
5873,-10.6615
5874,-3.13828
5875,-7.86911
5876,-3.83677
5877,-7.89764
5878,-3.34389
5879,-7.48815
5880,-3.08466
5881,-9.07049
5882,-3.43592
5883,-8.3377
5884,-3.11147
5885,-7.65607
5886,-4.184
5887,-6.35103
5888,-6.02884
5889,-4.72466
5890,-8.6814
5891,-4.87168
5892,-6.69061
5893,-4.39952
5894,-5.05291
5895,-4.39078
5896,-5.18335
5897,-4.90747
5898,-5.64639
5899,-6.44301
5900,-3.84451
5901,-3.69214
5902,-6.1865
5903,-2.53451
5904,-8.97931
5905,-3.90569
5906,-5.58983
5907,-4.28901
5908,-4.81925
5909,-5.22096
5910,-3.18996
5911,-7.57001
5912,-5.90833
5913,-5.1601
5914,-5.81626
5915,-4.1663
5916,-5.67717
5917,-4.36506
5918,-5.45118
5919,-4.56737
5920,-6.89796
5921,-1.9626
5922,-8.99655
5923,-0.91287
5924,-12.08881
5925,-0.69914
5926,-10.75625
5927,-0.06435
5928,-12.27351
5929,-3.73595
5930,-8.68731
5931,-2.51526
5932,-11.26419
5933,-1.35855
5934,-10.80779
5935,-3.23156
5936,-10.41254
5937,-3.67729
5938,-7.27772
5939,-3.53794
5940,-9.8436
5941,-4.46045
5942,-6.22984
5943,-3.13772
5944,-8.18806
5945,-2.7649
5946,-8.65836
5947,-2.23961
5948,-9.63454
5949,-2.98827
5950,-8.95426
5951,-2.56921
5952,-9.32373
5953,-2.4535
5954,-9.6112
5955,-1.93195
5956,-9.5061
5957,-1.32521
5958,-9.29181
5959,-3.4711
5960,-6.83364
5961,-3.66315
5962,-4.94833
5963,-6.67053
5964,-5.1383
5965,-6.16586
5966,-3.43853
5967,-5.64607
5968,-5.01378
5969,-5.79302
5970,-3.10116
5971,-7.01406
5972,-1.07787
5973,-11.88261
5974,0.17687
5975,-12.38351
5976,0.8825
5977,-12.59329
5978,1.15874
5979,-14.73551
5980,-0.59097
5981,-14.04257
5982,-2.68845
5983,-10.32761
5984,-3.40848
5985,-7.79472
5986,-6.009
5987,-5.70078
5988,-6.73999
5989,-2.60141
5990,-7.42703
5991,-1.67472
5992,-9.33896
5993,-3.45045
5994,-9.39806
5995,-2.65564
5996,-10.81388
5997,-2.0224
5998,-10.10035
5999,-3.1106
6000,-7.87212
6001,-3.05904
6002,-8.84387
6003,-2.21917
6004,-9.55507
6005,-2.19714
6006,-10.03881
6007,-0.92605
6008,-11.63147
6009,-3.00738
6010,-8.81117
6011,-3.96325
6012,-9.84163
6013,-3.11094
6014,-6.90378
6015,-4.64288
6016,-4.9404
6017,-4.8884
6018,-5.69741
6019,-4.11319
6020,-5.92869
6021,-5.09725
6022,-7.0665
6023,-3.81124
6024,-4.87338
6025,-4.60543
6026,-5.45554
6027,-5.11549
6028,-4.00568
6029,-6.50894
6030,-4.10659
6031,-6.51186
6032,-3.29689
6033,-8.80575
6034,-2.09547
6035,-10.25158
6036,-1.12177
6037,-11.39489
6038,-1.51338
6039,-10.87291
6040,-2.19967
6041,-12.29607
6042,-1.31124
6043,-9.96208
6044,-3.69498
6045,-7.64746
6046,-4.64502
6047,-5.81233
6048,-3.06457
6049,-7.53685
6050,-3.99734
6051,-5.7956
6052,-4.52965
6053,-6.83342
6054,-5.26947
6055,-5.83308
6056,-6.63467
6057,-4.65309
6058,-5.40157
6059,-5.45519
6060,-4.51472
6061,-5.84125
6062,-3.69167
6063,-8.32917
6064,-3.44513
6065,-8.63099
6066,-2.36516
6067,-11.31654
6068,-1.37727
6069,-11.98921
6070,-1.11537
6071,-11.53951
6072,-2.83631
6073,-9.38091
6074,-2.97957
6075,-9.57465
6076,-3.24177
6077,-9.94672
6078,-3.39937
6079,-9.02677
6080,-3.16532
6081,-9.18917
6082,-2.33906
6083,-9.25908
6084,-1.1645
6085,-11.273
6086,-0.38448
6087,-14.21142
6088,-0.51338
6089,-14.00299
6090,-2.01837
6091,-11.78981
6092,-2.393
6093,-10.12174
6094,-1.81757
6095,-11.1484
6096,-2.06015
6097,-10.66284
6098,-0.97759
6099,-9.87719
6100,-2.60951
6101,-9.25415
6102,-0.45056
6103,-12.18037
6104,0.33759
6105,-15.12124
6106,-2.85208
6107,-10.78546
6108,-2.12567
6109,-10.07492
6110,-1.51511
6111,-12.75533
6112,-1.28969
6113,-10.81892
6114,-3.69882
6115,-6.88189
6116,-4.40592
6117,-6.37544
6118,-3.336
6119,-6.06415
6120,-3.60275
6121,-6.76195
6122,-2.55926
6123,-9.28874
6124,-2.15468
6125,-11.48634
6126,-3.48474
6127,-11.31491
6128,-2.75283
6129,-10.15214
6130,-2.33282
6131,-10.59533
6132,-1.97199
6133,-10.28839
6134,-2.79137
6135,-7.92138
6136,-3.43788
6137,-9.70616
6138,-2.96165
6139,-6.55377
6140,-4.52867
6141,-5.62351
6142,-7.37156
6143,-5.69435
6144,-4.65619
6145,-7.52372
6146,-4.06589
6147,-6.77238
6148,-3.52745
6149,-6.56733
6150,-4.90455
6151,-5.63394
6152,-3.19603
6153,-9.5081
6154,-3.22003
6155,-7.42041
6156,-3.08742
6157,-8.6703
6158,-3.71734
6159,-8.5849
6160,-4.19391
6161,-7.39096
6162,-4.20047
6163,-6.71857
6164,-7.13999
6165,-4.26034
6166,-5.95361
6167,-6.29258
6168,-6.66395
6169,-7.56237
6170,-4.17507
6171,-6.70773
6172,-3.74094
6173,-8.17785
6174,-2.75374
6175,-6.3145
6176,-5.70169
6177,-5.51001
6178,-5.0257
6179,-3.26098
6180,-4.95891
6181,-3.77716
6182,-6.74741
6183,-2.0497
6184,-9.87617
6185,-3.07854
6186,-9.37594
6187,-3.55848
6188,-9.81271
6189,-4.48045
6190,-8.52344
6191,-1.67721
6192,-9.51438
6193,-1.25584
6194,-10.34585
6195,-2.83728
6196,-10.78468
6197,-1.63888
6198,-9.94255
6199,-1.72817
6200,-10.97235
6201,0.26055
6202,-12.89296
6203,-1.58388
6204,-10.49624
6205,-1.74087
6206,-12.58015
6207,-3.03022
6208,-8.88705
6209,-4.41275
6210,-7.53928
6211,-3.56843
6212,-5.45765
6213,-3.4594
6214,-7.2718
6215,-3.1878
6216,-6.87351
6217,-4.05151
6218,-5.05853
6219,-4.55536
6220,-7.01458
6221,-2.79182
6222,-5.54388
6223,-5.7664
6224,-4.73569
6225,-5.37675
6226,-5.11898
6227,-4.1953
6228,-7.76469
6229,-4.7206
6230,-5.92669
6231,-5.80091
6232,-4.6829
6233,-6.17124
6234,-5.91551
6235,-6.29511
6236,-6.23257
6237,-3.63649
6238,-8.80639
6239,-4.17322
6240,-7.02408
6241,-3.49857
6242,-6.56644
6243,-3.74675
6244,-7.54348
6245,-3.05913
6246,-6.49299
6247,-3.10919
6248,-6.54282
6249,-2.62248
6250,-7.02995
6251,-5.47544
6252,-6.36655
6253,-3.83953
6254,-7.05524
6255,-4.26836
6256,-6.18144
6257,-4.82709
6258,-5.73116
6259,-2.71408
6260,-7.61804
6261,-3.3068
6262,-10.42418
6263,-2.6473
6264,-8.9737
6265,-2.07654
6266,-12.45429
6267,-2.63774
6268,-8.25114
6269,-1.75843
6270,-10.68542
6271,-2.1571
6272,-9.37372
6273,-1.78255
6274,-9.92495
6275,-2.89104
6276,-8.69606
6277,-4.20336
6278,-8.51798
6279,-1.60554
6280,-9.28581
6281,-2.34993
6282,-9.27637
6283,-1.49264
6284,-12.67552
6285,-1.22244
6286,-10.79559
6287,-1.45185
6288,-8.73532
6289,-2.72412
6290,-8.80287
6291,-3.64974
6292,-8.18973
6293,-2.71814
6294,-6.4809
6295,-5.29742
6296,-4.54189
6297,-6.67307
6298,-2.70965
6299,-8.04361
6300,-2.96501
6301,-8.32678
6302,-5.67092
6303,-6.10225
6304,-5.30535
6305,-5.86204
6306,-4.40573
6307,-6.83558
6308,-3.81262
6309,-7.55346
6310,-1.41396
6311,-11.86497
6312,-1.49545
6313,-12.59733
6314,-1.11883
6315,-11.59363
6316,-1.6259
6317,-9.93139
6318,-1.19447
6319,-9.58406
6320,-3.40601
6321,-8.66094
6322,-1.65592
6323,-9.81908
6324,-3.00247
6325,-10.42894
6326,-1.64167
6327,-11.55553
6328,-2.44645
6329,-13.20864
6330,-3.90934
6331,-7.25705
6332,-3.37964
6333,-8.48106
6334,0.2885
6335,-13.9048
6336,-2.09428
6337,-9.80454
6338,-1.47916
6339,-10.92276
6340,-1.64707
6341,-8.83721
6342,-2.94037
6343,-8.67195
6344,-3.92742
6345,-8.58896
